platform,signal,probe,status,finding,gap,risk,doc_quality,evidence
GCP,cross_cutting:serverless_edge_middleware,Domain Restricted Sharing org policy (iam.allowedPolicyMemberDomains) to prevent allUsers exposure,present,"The iam.allowedPolicyMemberDomains org policy (Domain Restricted Sharing, DRS) blocks binding allUsers/allAuthenticatedUsers in any IAM policy, including Cloud Run invoker bindings — an attempt errors with 'IAM policy update failed'. This is an effective org-wide guardrail against accidental public exposure and is settable at the Organization/folder level, fitting the hierarchy isolation model. Google has since added constraints/run.managed.requireInvokerIam so public services can still be created intentionally under DRS by disabling the per-service invoker check rather than weakening DRS.","DRS is opt-in and OFF by default. A brand-new Organization does not enforce it, so the protective guardrail only exists if an org admin proactively sets it. The capability is excellent but the default is permissive.","Without an org admin proactively enabling DRS at org creation, every project inherits the permissive default and any team can bind allUsers — the strong control is dormant until someone turns it on.",Documented,https://cloud.google.com/blog/topics/developers-practitioners/how-create-public-cloud-run-services-when-domain-restricted-sharing-enforced — 'you can't allow unauthenticated requests to a Cloud Run service if you've also enabled Domain Restricted Sharing ... results in an error: IAM policy update failed'; 'DRS policies also affect the allUsers identities. It can not be used in any IAM policy if the DRS policy is enabled.'
GCP,cross_cutting:serverless_edge_middleware,Cloud Run default ingress 'all' — run.app URL bypasses load balancer / Cloud Armor / WAF,partial,"The default ingress setting is 'all': 'The default ingress paths and ingress setting allow any resource on the internet to reach your Cloud Run service' directly at the auto-assigned run.app URL, bypassing any external load balancer. Restricting to 'internal-and-cloud-load-balancing' (so the run.app URL is no longer publicly reachable and traffic must come through the LB) is opt-in, enforceable org-wide via the run.allowedIngress org policy. Critically, Cloud Armor attaches only to LB backend services — it does NOT protect the default run.app URL.","The default exposes a public run.app URL that sits in front of (and parallel to) any WAF/LB an operator later configures. Putting a service behind Cloud Armor does NOT close the run.app URL unless ingress is also tightened — a two-step requirement that is easy to half-complete, leaving an unprotected bypass path to the same backend.","A team fronts an inference service with a Cloud Load Balancer + Cloud Armor (WAF + rate limits) but forgets to set ingress to internal-and-cloud-load-balancing; attackers hit the still-public run.app URL directly, bypassing all WAF rules, rate limiting, and DDoS L7 mitigation, abusing GPU compute and probing the app unthrottled.",Documented but Misleading,"https://docs.cloud.google.com/run/docs/securing/ingress — 'The default ingress paths and ingress setting allow any resource on the internet to reach your Cloud Run service'; ingress 'all' 'Allows all requests, including requests directly from the internet to the run.app URL'; org policy 'run.allowedIngress'"
GCP,cross_cutting:serverless_edge_middleware,"Edge auth token properties (Google-signed OIDC ID token, audience-scoped, short-lived)",present,"Service-to-service and end-to-edge auth uses Google-signed OpenID Connect ID tokens (JWTs) carrying an audience claim bound to the target service URL (or a custom audience), 'which limits the risk of a replay attack where an intercepted token intended for use with one service is replayed against a different service.' Tokens are fetched from the metadata server, are short-lived, and are exchanged per-audience rather than being a static shared secret. Multiple distinct invoker principals can be granted per service, enabling scoped, least-privilege caller identities. This is a strong, modern edge-auth design (no long-lived API keys required for the IAM path).","The ID token authenticates the caller identity but conveys no fine-grained scoping beyond run.invoker on that service (it is identity, not capability/scope-limited like an OAuth scope or a capability token). Header handling has a footgun: both Authorization and X-Serverless-Authorization are accepted, and if both are present only X-Serverless-Authorization is checked — proxies that forward an end-user Authorization header to a downstream Cloud Run call must understand this precedence.","An edge proxy that passes through a client's Authorization header alongside its own service token can produce surprising auth-precedence behavior; and the binary invoker grant means any authorized caller can invoke all routes of a service, so route-level least privilege must be implemented in app code, not at the edge.",Documented,https://docs.cloud.google.com/run/docs/authenticating/service-to-service — 'add a Google-signed OpenID Connect ID token'; 'An audience field is encoded in the token ... limits the risk of a replay attack where an intercepted token intended for use with one service is replayed against a different service'
GCP,cross_cutting:serverless_edge_middleware,Cloud Armor / Google edge DDoS: default-on L3/L4 vs opt-in L7 WAF and preconfigured OWASP rules,partial,"Always-on, no-opt-in L3/L4 volumetric and protocol DDoS protection is provided to all customers at the Google global load-balancer edge with 'no latency impact.' However, L7/application-layer protection (HTTP floods, OWASP-class attacks) requires 'a user-configured security policy with proactive rules in place.' The OWASP ModSecurity CRS preconfigured WAF rules are NOT enabled by default — they must be explicitly added to a security policy. Adaptive Protection (ML L7 DDoS detection), Advanced Network DDoS, and Threat Intelligence require the paid Cloud Armor Enterprise / Managed Protection Plus tier.","Out of the box a Cloud Run / LB endpoint has no WAF and no L7 DDoS mitigation; both are opt-in, and the most capable defenses (Adaptive Protection ML, advanced network DDoS) sit behind a paid Enterprise SKU. There is no default-on application-layer WAF for new internet-facing services.","An internet-facing inference/API endpoint launched without an explicit Cloud Armor security policy has zero L7 abuse protection — vulnerable to HTTP-flood cost-abuse of GPU compute, injection probing, and scraping of proprietary model outputs — until a team manually builds and attaches a WAF policy and ideally pays for Enterprise.",Documented,https://docs.cloud.google.com/armor/docs/cloud-armor-overview — 'always-on protection from L3 and L4 volumetric ... DDoS attacks'; L7 protection 'requires a user-configured security policy with proactive rules in place'; https://docs.cloud.google.com/armor/docs/waf-rules — preconfigured rules based on 'OWASP Core Rule Set 4.22' must be enabled in a policy
GCP,cross_cutting:serverless_edge_middleware,"Edge rate limiting / inference cost-abuse prevention (Cloud Armor throttle/ban, Apigee Quota/SpikeArrest, LLMTokenQuota)",present,"Cloud Armor offers per-client rate-based rules: 'throttle' (cap requests/connections per client to a threshold) and 'rate_based_ban' (temporarily ban clients exceeding a threshold). Apigee adds SpikeArrest (smooths traffic bursts per second/minute), Quota (contractual per-app limits per hour/day/week/month), and AI-specific PromptTokenLimit / LLMTokenQuota policies that cap consumption by token count — directly relevant to GPU/LLM cost abuse. These are capable, granular abuse-prevention primitives.","All of this is opt-in configuration, not default. Cloud Armor rate limiting requires building a security policy AND the run.app ingress bypass to be closed (else it is sidestepped). Token-aware quotas (LLMTokenQuota/PromptTokenLimit) require Apigee, a separately licensed, heavyweight product — not available to a plain Cloud Run + LB stack. No default request-rate cap exists on a new endpoint.","Without deliberate rate-limit configuration (and Apigee for token-level caps), a leaked or public inference endpoint can be driven to unbounded GPU/TPU spend; the controls exist but every team must assemble them, and the strongest (token quotas) require adopting Apigee.",Documented,https://docs.cloud.google.com/armor/docs/rate-limiting-overview — 'throttle' and 'rate_based_ban' actions; https://docs.cloud.google.com/apigee/docs/api-platform/reference/policies/llm-token-quota-policy — LLMTokenQuota policy for token-based limits
GCP,cross_cutting:serverless_edge_middleware,API Gateway / Cloud Endpoints OpenAPI request validation NOT enforced,misleading,"API Gateway and Cloud Endpoints (ESP/ESPv2) accept OpenAPI documents containing required-parameter and type definitions but do NOT enforce them — requests are forwarded to the backend regardless. Per docs: 'Endpoints accepts OpenAPI documents that include required parameter and type definitions, but ESP and ESPv2 don't enforce these definitions and forwards incoming requests to your API.' API Gateway 'supports only primitive types in request parameters' and rejects external $ref. Request body schema validation is effectively not performed at the gateway.",Operators reasonably assume an OpenAPI-driven gateway validates payloads against the schema (as AWS API Gateway request validation and Apigee OASValidation do). It does not. The OpenAPI spec at the edge documents intent but provides no input-validation defense — a Documented-but-Misleading gap where a familiar term (OpenAPI gateway) implies more than it delivers.,"Teams relying on API Gateway 'OpenAPI validation' to reject malformed/oversized/injection payloads before they reach an inference or data backend get no such protection; unvalidated input reaches the proprietary service, shifting all validation burden silently to backend code where it is often missing.",Documented but Misleading,"https://docs.cloud.google.com/endpoints/docs/openapi/openapi-limitations — 'Endpoints accepts OpenAPI documents that include required parameter and type definitions, but ESP and ESPv2 don't enforce these definitions and forwards incoming requests to your API'"
GCP,cross_cutting:serverless_edge_middleware,"Custom authorizers at the edge (API Gateway JWT/API-key, Apigee policies, IAP, ESPv2)",present,"Multiple custom-authorizer options exist: API Gateway validates signed JWTs against a configured jwks_uri/issuer/audience and supports API keys; ESPv2/Cloud Endpoints performs the same JWT/issuer checks and caches keys 5 min and validated JWTs up to 5 min/expiry; Apigee provides VerifyAPIKey and OAuthv2 VerifyAccessToken policies plus rich policy chaining; and Identity-Aware Proxy (IAP) enforces identity + IAM Conditions + context-aware access (device, IP, location) in front of Cloud Run, App Engine, GKE, and Compute Engine. IAP-on-Cloud-Run now protects all ingress paths 'including default run.app URLs and load balancers' in one step, closing the historical run.app bypass for IAP deployments.","Capabilities are strong but fragmented across four products with different config models (OpenAPI extensions, Apigee XML policies, IAP IAM, ESPv2 sidecar) — there is no single first-class edge-authorizer abstraction. IAP context-aware access levels and Apigee are heavier/licensed; ESPv2 requires running a proxy sidecar. None are default; an unfronted Cloud Run service has only the binary run.invoker identity check.","Achieving fine-grained, context-aware edge authorization for proprietary-IP services requires choosing and operating one of several disparate products; teams that skip this get only coarse IAM identity checks, and inconsistent choices across projects fragment the org's edge-auth posture.",Documented,"https://cloud.google.com/api-gateway/docs/authenticating-users-jwt — JWT validation via securityDefinitions and jwks_uri; https://docs.cloud.google.com/run/docs/securing/identity-aware-proxy-cloud-run — IAP secures 'all ingress paths to Cloud Run, including the auto-assigned URL and any configured load balancer URL'"
GCP,cross_cutting:serverless_edge_middleware,Edge observability — Cloud Load Balancing & Cloud Armor request logging default-off and sampling,partial,"Load balancer logging (and therefore Cloud Armor request logging, which rides on LB logs) is DISABLED by default for new backend services: 'Logging for new backend services is disabled by default' and the global/classic external Application Load Balancers 'do not enable logs by default.' Even when enabled, log volume is governed by a configurable sampling rate (0.0–1.0); reducing it down-samples Cloud Armor request logs proportionally. Google recommends sampling rate 1.0 while tuning. Apigee analytics, by contrast, is collected as part of the platform.","The edge security telemetry needed to detect/investigate abuse (which requests hit, which WAF rules fired, which clients were throttled/banned) is off by default and, once on, may be partially sampled. There is no default-on edge audit trail for internet-facing traffic; an org must explicitly enable LB logging per backend and set sampling to 1.0.","An internet-facing inference endpoint can be attacked or scraped with no record if LB/Cloud Armor logging was never enabled, or with incomplete records if sampling is reduced for cost — crippling detection and post-incident forensics for proprietary-IP exposure.",Documented,https://docs.cloud.google.com/armor/docs/request-logging — 'Logging for new backend services is disabled by default'; 'Cloud Armor log generation is subject to the log sampling rate configured for your load balancer ... If you reduce the sampling rate ... your Cloud Armor requests logs are sampled at that reduced rate'
GCP,cross_cutting:serverless_edge_middleware,"Cloud Armor L7 WAF / Adaptive Protection require an attached security policy on an external Application Load Balancer, while the default *.run.app Cloud Run URL bypasses the LB entirely — so the default Cloud Run deployment has no WAF, no L7 DDoS, and no cost-abuse protection in front of it",partial,"All three sub-claims are confirmed by Google's own docs. (1) Cloud Armor security policies — including OWASP preconfigured WAF rules (evaluatePreconfiguredWaf), rate-limiting, and Adaptive Protection L7 ML — only take effect when attached to the BACKEND SERVICE of an external Application Load Balancer; the overview states 'You can attach security policies to the backend services of [these] load balancers.' For serverless, this means a Serverless NEG behind a global/classic external Application Load Balancer. None of this exists for a bare Cloud Run service. (2) Cloud Run's default ingress is 'all' — 'The default ingress paths and ingress setting allow any resource on the internet to reach your Cloud Run service' — and the default-on *.run.app URL is itself a public ingress path that does NOT traverse the LB. (3) The Cloud Armor integration doc states plainly: 'Users who have the default URL for a serverless application can bypass the load balancer and go directly to the service URL. This bypasses Cloud Armor security policies.' Closing the gap requires TWO non-default actions that must both be taken: deploy a Serverless-NEG + external ALB + attached Cloud Armor policy, AND set Cloud Run ingress to internal-and-cloud-load-balancing (a.k.a. internal-and-gclb) or disable the default URL (--no-default-url / run.googleapis.com/default-url-disabled: true). A default `gcloud run deploy --allow-unauthenticated` produces exactly the unprotected, LB-bypassing, publicly invokable endpoint. Adaptive Protection's L7 ML defense is itself separately opt-in per policy (--enable-layer7-ddos-defense), so even an LB-fronted service has no ML-based L7 DDoS detection until explicitly enabled.","The secure topology is the assembly of several opt-in pieces, and the default of each piece points the wrong way: ingress defaults to 'all', the run.app URL is on by default and bypasses any LB, no Cloud Armor policy exists by default, and even when an ALB+policy is built the WAF preconfigured rules, rate-limiting, and Adaptive Protection L7 ML are each individually off until written. For a multi-team org under one Organization, nothing at the org/folder level forces this assembly: there is no default-on guardrail that prevents a team from shipping a naked run.app endpoint. (An Organization Policy constraint, run.allowedIngress, exists to restrict ingress, but it is opt-in and not applied by default.) The footgun is precisely the INTERACTION: each control is documented honestly in isolation, but the composite default is a public, WAF-less, rate-limit-less inference endpoint.","For an AI-inference org, the default run.app endpoint is directly reachable from the internet with no L7 WAF (prompt-injection/path-traversal/OWASP filtering absent), no rate limiting, and no Adaptive Protection ML — exposing GPU-backed inference to credential-stuffing, scraping of proprietary model behavior, and especially cost-amplification / economic-denial-of-wallet attacks where each request burns expensive accelerator time. Even teams that build the 'correct' Cloud Armor + ALB stack remain bypassable until they ALSO flip ingress to internal-and-cloud-load-balancing or disable the default URL — a step easy to forget, leaving the protected LB path and an unprotected shadow path live simultaneously.",Documented but Misleading,https://docs.cloud.google.com/armor/docs/integrating-cloud-armor — 'Users who have the default URL for a serverless application can bypass the load balancer and go directly to the service URL. This bypasses Cloud Armor security policies.' Also https://docs.cloud.google.com/run/docs/securing/ingress — 'The default ingress paths and ingress setting allow any resource on the internet to reach your Cloud Run service' and documents `internal-and-cloud-load-balancing` plus disabling the default `run.app` URL; and https://docs.cloud.google.com/armor/docs/cloud-armor-overview — security policies attach to LB backend services and L7 protection 'requires a user-configured security policy.'
GCP,cross_cutting:serverless_edge_middleware,"Always-on L3/L4 volumetric DDoS protection is real and default-on for load-balancer-fronted services, but is tied to the load balancer (and the richer always-on guarantees to Cloud Armor Enterprise) — it does not cover a bare run.app endpoint and is not L7",present,"Google provides genuine always-on, default-on protection from L3/L4 volumetric and network-protocol DDoS attacks for traffic that passes through global external Application Load Balancers, classic ALBs, and external proxy Network Load Balancers, 'regardless of tier.' This is a real strength and is automatic for LB-fronted workloads. However, it is (a) L3/L4 only — not application-layer; HTTP floods and L7 abuse are explicitly out of scope and require user-configured policies/Adaptive Protection; and (b) predicated on traffic actually reaching the LB. A default Cloud Run service accessed via its run.app URL does not sit behind one of these load balancers, so it does not benefit from this always-on edge absorption. Cloud Armor Enterprise extends always-on protection with telemetry, attack visibility, and Adaptive Protection, but the baseline L3/L4 absorption for ALBs is included without a subscription.","The always-on guarantee is anchored to the load balancer, not to the workload. Because the default Cloud Run topology bypasses the LB, the strongest, default-on piece of GCP's edge protection does not apply to the most common (default) Cloud Run exposure. Teams may assume 'GCP has always-on DDoS protection' and not realize it only protects the LB path they never put their service behind.","Operators conflate 'GCP absorbs DDoS by default' with 'my Cloud Run endpoint is protected,' but the always-on shield only covers traffic through the ALB. A run.app endpoint receives no edge volumetric absorption attributable to Cloud Armor and no L7 defense at all by default, leaving accelerator-backed inference exposed to both L7 floods and the cost-abuse vector — the very class of attack the default leaves unguarded.",Documented,https://docs.cloud.google.com/armor/docs/cloud-armor-overview — 'Cloud Armor provides always-on protection from L3 and L4 volumetric and network protocol-based DDoS attacks' for services behind load balancers; L7 protection 'requires a user-configured security policy.' See also https://docs.cloud.google.com/armor/docs/adaptive-protection-overview — Adaptive Protection (L7 ML) 'is enabled or disabled on a per-security-policy basis' (opt-in).
GCP,cross_cutting:source_control,First-party source control: Cloud Source Repositories (CSR) availability for a fresh org,absent,"CSR is closed to new customers. Per the release notes: ""Effective June 17, 2024, Cloud Source Repositories isn't available to new customers. If your organization hasn't previously used Cloud Source Repositories, you can't enable the API or use Cloud Source Repositories."" Existing pre-June-2024 users may continue. A multi-team org spun up after that date therefore has NO general-purpose first-party Git hosting via CSR and must use GitHub/GitLab/Bitbucket or pay for Secure Source Manager.","For a fresh org holding proprietary source IP, the default and historically-recommended first-party Git host is gone. The supply-chain narrative now begins with a third-party VCS (GitHub/GitLab) and a connection/credential bridge, expanding the trust boundary beyond Google Cloud. There is no free, lightweight, per-project first-party repo equivalent.","Source code IP lives outside GCP's IAM/VPC-SC perimeter by default; org must independently secure GitHub/GitLab org settings, branch protection, and access reviews on a platform GCP audit logs do not cover.",Documented,https://cloud.google.com/source-repositories/docs/release-notes
GCP,cross_cutting:source_control,First-party source control replacement: Secure Source Manager (SSM) cost/ergonomics as the CSR successor,partial,"Google's recommended first-party replacement is Secure Source Manager, ""a regionally deployed, single-tenant, managed source code repository"" with Git, pull requests, issue tracking, IAM, VPC-SC and CMEK integration. But it is an instance-based, single-tenant service billed at a flat $1000/month per instance regardless of users, deployed to a specific region. It is not the lightweight per-project repo CSR was.","The only first-party Git host for a fresh org carries a $1000/month/instance floor and an instance-provisioning model rather than CSR's free per-project repos. For a multi-team org, this pushes most teams toward external GitHub/GitLab and reserves SSM for IP that genuinely needs the in-perimeter, single-tenant, CMEK story — a deliberate cost/security tradeoff that is easy to mis-size.","Cost pressure nudges teams to keep proprietary code on external SaaS VCS outside the GCP perimeter, weakening the VPC-SC / Access Transparency / CMEK protections that are the whole reason to stay first-party.",Documented,https://cloud.google.com/products/secure-source-manager/pricing
GCP,cross_cutting:source_control,CI/CD connection model: Cloud Build / Developer Connect GitHub App permission breadth and repo-level scoping,present,"Modern Cloud Build uses 2nd-gen repository connections via Developer Connect, which installs a GitHub App. The model supports granular scoping: during install you ""select one or more repositories you want to grant access to"" OR choose ""All repositories."" The GitHub-issued token is stored as a Secret Manager secret in your project. Admin setup needs roles/developerconnect.admin plus roles/secretmanager.admin (and projectIamAdmin for console auto-grants).","Repo-level scoping exists but is opt-in at install time — the GitHub App UI offers an ""All repositories"" radio button that, if chosen, grants the connection (and anyone with access to the project's triggers/secrets) reach into every repo in the GitHub org. The docs do not foreground least-privilege repo selection as the default choice, so the over-broad option is one click away.",An over-scoped connection lets a compromised or misconfigured Cloud Build project read source from every repo in the GitHub org; the stored Secret Manager token is a high-value credential bridging two clouds.,Documented,https://docs.cloud.google.com/developer-connect/docs/connect-github-repo
GCP,cross_cutting:source_control,Keyless integration: Workload Identity Federation for GitHub Actions — the attribute-condition footgun,present,"GCP documents the recommended keyless pattern (GitHub OIDC -> WIF pool -> SA impersonation, no long-lived JSON key) and explicitly warns about the shared-issuer footgun: ""GitHub, GitLab SaaS, and HCP Terraform use a single issuer URL across all organizations... you must use an attribute condition that restricts access to tokens issued by your GitHub organization,"" recommending assertion.repository_owner=='ORGANIZATION'. It further warns that ""using 'name' fields like repository and repository_owner increases the chances of cybersquatting and typosquatting attacks"" and recommends numeric *_id fields. principalSet bindings on attribute.repository scope impersonation to a single repo.",The control is correct and well-documented but is entirely opt-in and easy to get fatally wrong: a WIF provider created without an attribute condition (or with one keyed on the spoofable name fields) lets ANY GitHub repo on the public github.com issuer mint tokens that impersonate your SA. gcloud will create a provider without forcing a sufficiently restrictive condition. This is a Discoverable footgun mitigated only by reading the security note.,A mis-scoped WIF provider is a cross-tenant impersonation hole: an attacker's public GitHub repo could obtain GCP SA credentials and reach proprietary model weights / source if the SA is privileged.,Documented but Misleading,https://docs.cloud.google.com/iam/docs/workload-identity-federation-with-deployment-pipelines
GCP,cross_cutting:source_control,Blast radius of the Cloud Build service account (historically over-privileged default),partial,"Historically Cloud Build ran builds as the Cloud Build legacy SA with broad permissions (e.g., access to any Cloud Storage bucket in the project). Over May–June 2024 Google changed the default to the Compute Engine default SA, and for organizations created on or after May 3, 2024 that SA is created WITHOUT the roles/editor grant. Opt-out/override is governed by org policy constraints constraints/cloudbuild.useComputeServiceAccount, constraints/cloudbuild.useBuildServiceAccount, and constraints/cloudbuild.disableCreateDefaultServiceAccount.","The least-privilege default only applies to brand-new orgs/projects post-change. Projects without an organization, and projects that ran builds before the cutover, KEEP the legacy broad SA by default. Even the new Compute Engine default SA is a shared, project-wide identity used by builds, GCE, and other services — not a per-trigger least-privilege SA. Writing true least privilege still requires manually attaching a user-specified SA per trigger; the default remains a shared, often-Editor-laden identity in any pre-2024 footprint.","A single poisoned build step runs as a project-wide SA; in legacy/no-org projects that SA often still holds Editor, so a malicious dependency or PR-triggered build can pivot to nearly all project resources including storage holding proprietary artifacts.",Documented,https://docs.cloud.google.com/build/docs/cloud-build-service-account-updates
GCP,cross_cutting:source_control,Build isolation: Cloud Build default (shared) pool vs private pools in your VPC,present,"By default builds run in a Google-hosted environment with public-internet egress, each build on its own isolated worker. Private pools are dedicated workers reachable from your VPC via VPC Network Peering, can drop public egress (egressOption: NO_PUBLIC_EGRESS), and can run inside a VPC Service Controls perimeter. The org policy constraint constraints/cloudbuild.allowedWorkerPools can force builds off the default pool onto approved private pools.","Network isolation (private pools, no-egress, VPC-SC) is entirely opt-in and requires private services access / peering setup plus an org-policy enforcement to actually mandate it. The default pool has open internet egress, so unless an org explicitly enforces allowedWorkerPools, builds touching proprietary code/weights can exfiltrate to the public internet from a shared, externally-egressing worker.","Default-pool builds with public egress are a data-exfiltration path for source/weights pulled into the build; without an org-policy mandate, individual teams silently default to the unisolated pool.",Documented,https://docs.cloud.google.com/build/docs/private-pools/private-pools-overview
GCP,cross_cutting:source_control,Build-secret exposure: substitutions vs Secret Manager integration vs log leakage,present,"Cloud Build integrates with Secret Manager via the availableSecrets field (secrets surfaced as secretEnv to specific steps, or mounted as volumes), and docs recommend it over trigger substitution variables. Docs explicitly warn that secret values echoed/logged are visible in build history and recommend pinning secret versions and scoping secrets to only the steps that need them.","The secure path is opt-in and the insecure path (passing secrets as plaintext substitution variables / build args) is equally available and arguably easier for newcomers; there is no platform-level block on echoing a secret into the logs. Build logs are a real leakage surface, and substitution-based secrets are not redacted the way secretEnv values are.","A careless build step can print a deploy token or API key into Cloud Build logs visible to anyone with log/build-history read, leaking credentials that reach proprietary systems.",Documented,https://docs.cloud.google.com/build/docs/securing-builds/use-secrets
GCP,cross_cutting:source_control,Build provenance: SLSA provenance generation and Binary Authorization image signing,present,"Cloud Build can generate build provenance meeting SLSA level 3 assurance (SLSA v0.1/v1.0) and can sign images / create attestations consumed by Binary Authorization for deploy-time enforcement. This is a genuine supply-chain strength. However provenance is OPT-IN: you must set options.requestedVerifyOption: VERIFIED, it is generated ONLY for artifacts stored in Artifact Registry, and ONLY when images are declared in the build's images field (an explicit docker push step gets NO provenance).",The strong SLSA-3 provenance and image-signing chain is off by default and silently does not apply to the common docker-push pattern or to non-Artifact-Registry destinations. Teams can believe they have provenance while their actual push path produces none; enforcement (Binary Authorization) is a separate opt-in policy that is not on by default.,"Without explicit configuration, deployed images carry no verifiable provenance; an unsigned or tampered artifact can reach production unless Binary Authorization is separately enabled and enforced.",Documented but Misleading,https://docs.cloud.google.com/build/docs/securing-builds/generate-validate-build-provenance
GCP,cross_cutting:source_control,BYO prebuilt artifacts to Artifact Registry without granting Google source access,present,"An org can build images in its own CI (or locally), tag them for Artifact Registry, authenticate via gcloud credential helper or WIF, and docker push directly — needing only roles/artifactregistry.writer on the repo. No Cloud Build connection, no Developer Connect GitHub App, and no Google access to source are required. This cleanly lets a security-conscious org keep source on its own VCS and ship only built artifacts into GCP.","The escape hatch works, but it forfeits the first-party supply-chain controls: images pushed via raw docker push get NO Cloud Build SLSA provenance (provenance only attaches via the Cloud Build images field), so the org must build its own attestation/SLSA tooling externally to feed Binary Authorization. The convenient path and the provenance-bearing path diverge.","Choosing the BYO path (good for source confidentiality) means losing GCP-native provenance unless the org reconstructs SLSA attestation generation itself, leaving a gap that is easy to overlook.",Documented,https://docs.cloud.google.com/artifact-registry/docs/docker/pushing-and-pulling
GCP,cross_cutting:source_control,Auditing repo/supply-chain access via the connection (Cloud Audit Logs coverage),partial,"Both Cloud Build (cloudbuild.googleapis.com) and Developer Connect (developerconnect.googleapis.com) emit Cloud Audit Logs. Admin Activity logs (ADMIN_WRITE — e.g., creating connections/triggers) are on by default and cannot be disabled. But Data Access logs (DATA_READ/DATA_WRITE/ADMIN_READ — e.g., reading secrets/tokens, accessing connection data) are DISABLED by default and must be explicitly enabled. Crucially, GCP audit logs cover only the Google-Cloud side of the connection — actual repo reads/clones and pushes happen on GitHub/GitLab and are visible only in that provider's own audit log.","Default visibility into the supply-chain connection is partial: data-access on the connection token/secret is off until manually enabled (a known GCP footgun), and the source-side of the trust boundary (who cloned/pushed which repo) is entirely outside GCP audit logs. For a multi-team org, full supply-chain auditing requires both enabling GCP Data Access logs AND federating GitHub/GitLab audit streams — neither is automatic.","An attacker reading the stored GitHub token or accessing connection data may leave no Data Access log unless that tier was pre-enabled; and source exfiltration via the connected VCS is invisible to GCP entirely, creating a blind spot over proprietary code access.",Documented,https://docs.cloud.google.com/developer-connect/docs/audit-logging
GCP,cross_cutting:organizational_substrate,Resource hierarchy (Organization -> Folder -> Project -> resource) as the isolation/policy substrate for a multi-team org,present,"GCP provides a four-level tree: Organization (root, one per company domain), optional Folders (group legal entities/departments/teams/environments), Projects (the fundamental resource container and primary isolation unit), and resources. IAM allow policies AND Org Policies set at any node are inherited by all descendants; the effective allow policy is the union of policies set at the resource plus those inherited from parents. Projects are genuinely lightweight relative to AWS accounts (created via API in seconds, no separate billing/identity boundary required), and folders allow delegating ownership of an entire subtree to a department head. This is a real structural strength: a multi-team org can model team-per-folder, env-per-folder (prod/nonprod), grant baseline roles once at a folder, and let them flow down without per-project re-grant.","Inheritance is additive-only for allow policies: a grant at the org/folder level cannot be subtracted at a child by an allow policy — you need IAM Deny policies or Org Policies to claw back. There is no hard tenant boundary equivalent to a separate account; all projects under one Organization share one identity domain and one super-admin blast radius. A misplaced broad grant high in the tree silently propagates to every team's project. Folder depth is also capped (max 10 levels, with practical limits well below that), and projects-per-org and per-folder quotas exist that a large multi-team org can hit.","For an org holding proprietary IP across many teams, an over-broad role accidentally granted at the Organization or a shared parent folder (e.g. roles/viewer or roles/editor to a broad group) grants read/modify access to every team's source code, model weights, and documents in one stroke, with no per-project opt-out short of an explicit Deny policy.",Documented,"https://docs.cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy — 'Access control policies (such as IAM roles) and organization policies applied at this level are inherited by every resource in the organization'; folders 'can model different legal entities, departments, and teams within a company.' See also https://docs.cloud.google.com/iam/docs/resource-hierarchy-access-control"
GCP,cross_cutting:organizational_substrate,Default IAM grants on project creation and on default service accounts (Compute Engine / App Engine default SA historically gets Editor),partial,"Two distinct default-grant footguns. (1) Project creation: the creator of a project is automatically granted roles/owner on the new project — a basic role with thousands of permissions. (2) Default service accounts: the Compute Engine default SA (PROJECT_NUMBER-compute@developer.gserviceaccount.com) and App Engine default SA were historically auto-granted roles/editor on the project, meaning any VM/workload using the default SA had read/write to most services. Google now ships the boolean Org Policy constraint iam.automaticIamGrantsForDefaultServiceAccounts to suppress this, and enforces it by default — but ONLY for organizations created after May 3, 2024. Older orgs still get Editor on default SAs unless they explicitly enforce the constraint.","The secure default is retroactively unavailable: any organization created before the 2024 cutoff carries the legacy Editor-on-default-SA behavior unless an admin discovers and enforces the constraint. The fix is opt-in for the large installed base most exposed to it. There is no automatic remediation or alert for existing orgs, and the project-creator auto-owner grant remains for everyone (no default constraint suppresses it).","In an older org, a GKE node, Cloud Run service, or Compute VM left on the default SA effectively runs as Editor — a single compromised GPU training workload can read/modify Cloud Storage buckets and other services across the project, exposing model weights and IP. The auto-owner-to-creator pattern means anyone who can create projects becomes Owner of them, expanding the privileged footprint as teams self-serve projects.",Documented,"https://docs.cloud.google.com/compute/docs/access/service-accounts — 'Depending on your organization policy configuration, the default service account might automatically be granted the Editor role on your project... We strongly recommend that you disable the automatic role grant by enforcing the iam.automaticIamGrantsForDefaultServiceAccounts... If you created your organization after May 3, 2024, this constraint is enforced by default.' Project-creator owner grant: https://docs.cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy"
