platform,signal,probe,claim,verdict,correction,evidence,reconciled
AWS,cross_cutting:organizational_substrate,"RCPFullAWSAccess auto-attached to root/every OU/every account, cannot be detached, counts toward a 5-RCP-per-entity quota; RCPs opt-in to author.","RCPFullAWSAccess is mandatory, non-detachable, and counts toward a 5-per-entity RCP limit.",confirmed,Confirmed. Quota table: RCP minimum-per-entity is 1 because 'The RCPFullAWSAccess policy is automatically attached ... You cannot detach this policy and it counts towards the 5 policies quota.' Max RCPs per root/OU/account = 5.,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_reference_limits.html,
AWS,cross_cutting:organizational_substrate,"RCPs do NOT affect the management account, do NOT affect service-linked roles, and do NOT apply to AWS-managed KMS keys; enforce even on external-principal access.","RCP carve-outs: management account, service-linked roles, AWS-managed KMS keys; RCPs bind external/root principals.",confirmed,"Confirmed verbatim under 'Resources and entities not restricted by RCPs': no effect on management-account resources, no effect on service-linked roles, and 'RCPs do not apply to AWS managed keys for AWS KMS.' Docs also confirm RCPs apply 'regardless of whether the principals belong to the same organizations or not. This includes root users.'",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_rcps.html,
AWS,cross_cutting:organizational_substrate,"Declarative policies announced Dec 2024; at launch cover EC2, EBS, VPC only; enforce IMDSv2, EBS encryption-by-default, EBS-snapshot/AMI block public access, allowed-AMI, VPC BPA, serial-console; ship an account status report.",Declarative policies (Dec 2024) cover EC2/EBS/VPC with the listed attributes plus an account status report.,confirmed,"Confirmed. What's New (Dec 2024): declarative policies support EC2, VPC, EBS; attributes include Instance Metadata Defaults (IMDSv2), Image Block Public Access (AMI BPA), Snapshot Block Public Access, VPC Block Public Access, Allowed Image (AMI) Settings, and Serial Console Access. The 'account status report' is included.",https://aws.amazon.com/about-aws/whats-new/2024/12/aws-declarative-policies/,
AWS,cross_cutting:organizational_substrate,"Declarative policies: up to 10 per entity, 10,000-char limit, 1000 per org.","Declarative-policy quotas: 10 per entity, 10,000-char document, 1000 per org.",confirmed,"Confirmed. Quota tables: Declarative policies max attached per root/OU/account = 10; document max size = 10,000 characters; max declarative policies in an org = 1000.",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_reference_limits.html,
AWS,cross_cutting:organizational_substrate,"Centralized root access mgmt (Nov 2024): two independently selectable capabilities (Root credentials management; Privileged root actions), opt-in via IAM trusted access + EnableOrganizationsRootCredentialsManagement / EnableOrganizationsRootSessions; uses sts:AssumeRoot.",Centralized root access management has two opt-in capabilities and uses sts:AssumeRoot for privileged actions.,confirmed,"Confirmed. Two features: 'root credentials management' and 'privileged root actions in member accounts.' Enablement is via the EnableOrganizationsRootCredentialsManagement / EnableOrganizationsRootSessions APIs (requires IAM trusted access in Organizations). Privileged root tasks use the STS AssumeRoot API with a task-scoped policy and max 15-minute session. Opt-in, not default.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-enable-root-access.html,
AWS,cross_cutting:organizational_substrate,"Control Tower controls: preventive=SCPs, detective=Config rules, proactive=CloudFormation hooks; creates Log Archive + Audit accounts; as of Nov 2024 also offers configurable managed controls implemented via RCPs.",Control Tower control mechanisms and the Nov 2024 RCP-based managed controls.,confirmed,"Confirmed. Preventive = SCPs, detective = AWS Config rules (+Lambda), proactive = CloudFormation Hooks; landing zone creates Log Archive and Audit accounts. Nov 2024: Control Tower launched configurable AWS-managed preventive controls implemented via RCPs (initially for S3, STS, KMS, SQS, Secrets Manager). Minor completeness note for the draft: in Dec 2024 Control Tower also added managed controls implemented via declarative policies, not just RCPs.",https://aws.amazon.com/about-aws/whats-new/2024/11/aws-control-tower-configurable-resource-control-policies/,
AWS,cross_cutting:organizational_substrate,"IAM Identity Center SCIM: nested groups not supported; with Entra ID, indirectly-assigned (nested) members are not unpacked -- only direct members of an explicitly assigned group sync.",SCIM does not expand nested groups; Entra ID does not recursively unpack indirectly-assigned members.,confirmed,Confirmed. Microsoft documents that the Entra provisioning service 'cannot read or provision users in nested groups. Only users that are immediate members of an explicitly assigned group can be read and provisioned' and it 'doesn't recursively unpack the group memberships of indirectly assigned users or groups.' This is an IdP-side limitation that surfaces in IAM Identity Center.,https://learn.microsoft.com/en-us/entra/identity/app-provisioning/known-issues,
AWS,cross_cutting:organizational_substrate,IAM Identity Center SCIM: multivalue attributes (multiple emails/phones) are not provisioned and will fail.,Multivalue attributes are not provisioned via SCIM and attempts fail.,confirmed,"Confirmed verbatim: 'Currently, multivalue attributes (such as multiple emails or phone numbers for a given user) are not provisioned with SCIM. Attempts to synchronize multivalue attributes into IAM Identity Center with SCIM will fail.'",https://docs.aws.amazon.com/singlesignon/latest/userguide/provision-automatically.html,
AWS,cross_cutting:organizational_substrate,IAM Identity Center 'Account-instance quota is 3000 (raisable).',The IAM Identity Center account quota is 3000 and labeled an 'account-instance' quota.,refuted,"The NUMBER is right (3000, raisable) but the LABEL is wrong. The 3000 quota is 'Total number of AWS accounts or applications that can be configured' for an IAM Identity Center instance -- a COMBINED accounts-plus-applications quota (e.g., 2750 accounts + 250 apps = 3000). It is NOT an 'account-instance quota': an 'account instance' is a separate IAM Identity Center concept (limited to 1 per AWS account and notably does not support permission sets). Reword to: 'The combined accounts-or-applications quota per organization instance is 3000 (raisable).'",https://docs.aws.amazon.com/singlesignon/latest/userguide/limits.html,true
AWS,cross_cutting:organizational_substrate,"Delegated administration is supported for the listed security services (GuardDuty, Security Hub, Config, IAM Access Analyzer, Macie, Detective, Inspector, Audit Manager, Firewall Manager, CloudTrail, centralized root access); GuardDuty/Security Hub auto-enable; none enabled by default at org level.",Org-wide security telemetry is opt-in: delegated admin must enable each service and set auto-enable; not default-on.,confirmed,"Confirmed in substance. The Organizations 'services that work with Organizations' set includes all the named services as delegated-administration-capable, and centralized root access is a delegable IAM capability (confirmed separately). GuardDuty/Security Hub support an auto-enable-for-new-accounts preference, and none of these services protects accounts until the delegated admin explicitly enables it and sets the auto-enable preference -- i.e., security telemetry is opt-in, not default-on. (Note: GuardDuty/Security Hub auto-enable now favor an explicit account-config/'auto-enable' model over the older legacy ALL setting; the draft's ALL/NEW framing is directionally correct.)",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_reference_limits.html,
